text,emotion,text_len
i encountered some real barriers and i am feeling a lot more sympathetic to the concerns that i have heard fellow vegetarian parents express over the years,fear,27
"wanna take a shower again, it's too humid in here",disgust,10
i don t like the feeling of regret i hated it,disgust,11
"Night-owl physics squad session: Arjun, Zoya, me on Discord racing HC Verma questions. Ended with Badri-ke-Dulhania karaoke at 2 a.m. Stress but fun.",joy,23
i believe that everyone will feel this way at one point or another in their lifetime to feel tortured because of our inability to take control of a certain situation to feel stuck in one place while life passes us by,anger,41
"It's rough, the new intern's gettin' all the flak. It's so wronggg, and I'm just seeeethin' with anger for 'em. 🤬",anger,21
i mean is that it showed me god knew me and as much as i had been feeling shaky in my faith and life direction he was there,fear,28
i always wondered if my preference for sharing my thoughts and feelings with mom bothered my dad if he really did feel left out or if he just chalked it up to some sort of mother daughter connection,anger,38
"Had a really good chat with an old friend. Felt super connected and just this calm, chill joy from it. 😊",joy,21
That artwork is just tacky. No real appeal. 😒,disgust,9
i can t help but feel hopeful,joy,7
I just felt very busy.,neutral,5
"Spaced-repetition schedule for 10th board history done: every Mughal emperor gets flashcard, review gaps shrink from five days to one. Hoping it sticks.",joy,23
Can't step into a shop anywhere without getting super uncomfortable.,fear,10
i thought it was worth mentioning because the steubenville trial was and still is something i feel very strongly about and i have always always hated the deification of sports students within their educational facilities and their sheer arrogance coupled with their animalistic top lad culture,disgust,46
i have been around people nonstop i start feeling drained and find myself pulling away,sadness,15
i don t want to be overlooked in no way shape or form when it comes to street hip hop or any accolades that i feel are given to any artists that speak of this type of content,joy,38
i know its not real but i still feel shaken,fear,10
i am feeling quite discouraged at the moment,anger,8
"Spent the afternoon gaming, now I'm elated",joy,7
i like to sit on the couch doing nothing for hours i m not always left feeling content doing it unless i m sick,joy,24
"I didnt feel pressured or limited, just felt super busy, low-key kinda scary how busy",fear,15
i want to ride around without one i should not feel threatened by click it or ticket laws,fear,18
i would feel terrible if i did do it,sadness,9
i guess this sense of attachment i feel to pets and the assumption that they are somehow little people rather than not particularly intelligent bundles of fluff is what makes them good companions and nice things to have around,joy,39
Missing home and feeling lonely in this hostel.,sadness,8
i are each substituting one green drank in for a meal for the rest of this week because we really feel we need to detox after all the delicious holiday food,neutral,31
The way Roy brags about everything is seriously off-putting. 🤢,disgust,10
"Just saw some dude spit gum right on the sidewalk, like who raised you man? Respect your environment, disgusting fr 🤮",disgust,21
i was so angry with a patient who refused to take drugs,anger,12
i hate feeling dumb i hate people who make me feel dumb or like i am being a baby,disgust,19
i feel shaky in such a happy way,joy,8
i encountered some obstacles in the first couple of weeks that left me feeling confused discouraged completely alone and a host of other negative emotions that did everything they could to hinder my work,fear,34
i have feeling i can cry i can scream i can be afraid,fear,13
im feeling a little humiliated when really maybe i shouldnt,sadness,10
"There’s a hollow feeling whenever I walk past my friends chatting without me, and I catch myself replaying every word I said in my head, wondering where I went wrong. The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. Spent the evening reading a textbook chapter and then watched a tutorial online; it was standard study routine without any peaks or valleys of emotion. My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. Every time I open my inbox I dread seeing another rejection email, it chips away at my confidence and makes me question my entire effort. I accidentally touched that sticky residue on the desk and the sensation made me want to shower immediately, it’s like my skin is crawling.",sadness,156
